1.0,0.010333333333333333,0.0003333333333333333,0.0
2.0,0.027666666666666666,0.0003333333333333333,0.0
3.0,0.037,0.0003333333333333333,0.0
4.0,0.037333333333333336,0.0,-0.0003333333333333333
5.0,0.024,0.0,0.09966666666666667
6.0,0.024666666666666667,0.0,0.10966666666666666
7.0,0.04633333333333333,0.0003333333333333333,0.129
8.0,0.055,0.0003333333333333333,0.15166666666666667
9.0,0.033666666666666664,0.0003333333333333333,0.176
10.0,0.020666666666666667,0.0,0.18333333333333332
11.0,0.034333333333333334,0.0,0.2
12.0,0.04,0.0,0.22466666666666665
13.0,0.029666666666666668,0.0003333333333333333,0.23766666666666666
14.0,0.022333333333333334,0.0,0.247
15.0,0.02266666666666667,0.0,0.259
16.0,0.023333333333333334,0.0003333333333333333,0.2783333333333333
17.0,0.019666666666666666,0.0,0.29433333333333334
18.0,0.02,0.0,0.30533333333333335
19.0,0.019,0.0,0.31433333333333335
20.0,0.023333333333333334,0.0,0.32466666666666666
21.0,0.02,0.0,0.334
22.0,0.016666666666666666,0.0,0.33866666666666667
23.0,0.015666666666666666,0.0,0.3443333333333333
24.0,0.017666666666666667,0.0,0.35533333333333333
25.0,0.015666666666666666,0.0,0.36566666666666664
26.0,0.018333333333333333,0.0,0.37033333333333335
27.0,0.012,0.0,0.375
28.0,0.010666666666666666,0.0,0.383
29.0,0.010333333333333333,0.0,0.38766666666666666
30.0,0.011,0.0,0.3933333333333333
31.0,0.011666666666666667,0.0,0.399
32.0,0.008,0.0,0.4033333333333333
33.0,0.009,0.0,0.4086666666666667
34.0,0.009666666666666667,0.0,0.41
35.0,0.009,0.0,0.415
36.0,0.008666666666666666,0.0,0.41633333333333333
37.0,0.009333333333333334,0.0,0.41633333333333333
38.0,0.008333333333333333,0.0003333333333333333,0.4186666666666667
39.0,0.008666666666666666,0.0,0.421
40.0,0.005666666666666667,0.0,0.4246666666666667
41.0,0.008666666666666666,0.0,0.427
42.0,0.007333333333333333,0.0,0.43033333333333335
43.0,0.007666666666666666,0.0,0.43366666666666664
44.0,0.004666666666666667,0.0,0.437
45.0,0.004,0.0,0.43933333333333335
46.0,0.005333333333333333,0.0,0.44333333333333336
47.0,0.004666666666666667,0.0,0.44533333333333336
48.0,0.005,0.0,0.44766666666666666
49.0,0.003,0.0,0.44966666666666666
50.0,0.0033333333333333335,0.0,0.4513333333333333
51.0,0.004666666666666667,0.0,0.45166666666666666
52.0,0.005333333333333333,0.0,0.453
