1.0,0.009666666666666667,0.0,0.0
2.0,0.027,0.0,0.0
3.0,0.03833333333333333,0.0,-0.0006666666666666666
4.0,0.042666666666666665,0.0,-0.001
5.0,0.025333333333333333,0.0003333333333333333,0.10133333333333333
6.0,0.037333333333333336,0.0,0.106
7.0,0.060333333333333336,0.0,0.12533333333333332
8.0,0.06933333333333333,0.0,0.14
9.0,0.044,0.0,0.15433333333333332
10.0,0.038,0.0,0.16633333333333333
11.0,0.04766666666666667,0.0003333333333333333,0.18766666666666668
12.0,0.051,0.0,0.20966666666666667
13.0,0.05566666666666667,0.0,0.214
14.0,0.028,0.0,0.22066666666666668
15.0,0.03866666666666667,0.0,0.24
16.0,0.042333333333333334,0.0,0.254
17.0,0.03866666666666667,0.0,0.2723333333333333
18.0,0.03233333333333333,0.0003333333333333333,0.2773333333333333
19.0,0.025,0.0,0.28733333333333333
20.0,0.047,0.0,0.29033333333333333
21.0,0.03966666666666667,0.0003333333333333333,0.297
22.0,0.030333333333333334,0.0,0.30266666666666664
23.0,0.025333333333333333,0.0,0.30666666666666664
24.0,0.03233333333333333,0.0,0.31666666666666665
25.0,0.042333333333333334,0.0,0.32666666666666666
26.0,0.03233333333333333,0.0,0.335
27.0,0.027,0.0,0.3416666666666667
28.0,0.024,0.0,0.3496666666666667
29.0,0.03266666666666666,0.0,0.3536666666666667
30.0,0.028,0.0,0.356
31.0,0.021666666666666667,0.0003333333333333333,0.3626666666666667
32.0,0.027333333333333334,0.0003333333333333333,0.365
33.0,0.033666666666666664,0.0,0.36733333333333335
34.0,0.03133333333333333,0.0,0.37333333333333335
35.0,0.024666666666666667,0.0,0.375
36.0,0.02033333333333333,0.0,0.37933333333333336
37.0,0.019333333333333334,0.0,0.38866666666666666
38.0,0.028333333333333332,0.0,0.39166666666666666
39.0,0.02266666666666667,0.0,0.394
40.0,0.019666666666666666,0.0,0.398
41.0,0.022333333333333334,0.0,0.3993333333333333
42.0,0.023666666666666666,0.0,0.404
43.0,0.026333333333333334,0.0,0.407
44.0,0.017333333333333333,0.0,0.4096666666666667
45.0,0.019666666666666666,0.0,0.4156666666666667
46.0,0.020666666666666667,0.0,0.4186666666666667
47.0,0.017333333333333333,0.0,0.4206666666666667
48.0,0.021333333333333333,0.0,0.42333333333333334
49.0,0.02266666666666667,0.0,0.4246666666666667
50.0,0.017333333333333333,0.0,0.42633333333333334
51.0,0.015666666666666666,0.0,0.42533333333333334
52.0,0.017,0.0,0.4256666666666667
